Name,Yr/Seas,Year,Season,Date,Month,Time,Citizenship,Sex,Age,Oxy,Ascents,Dth,Host,Cause,Altitude
"Ang Phurba Sherpa (Thami, Khumbu)",1988 Spr,1988,1,5-May,5,12:48,Nepal,1,26,1,1,0,China,NA,NA
"Sungdare Sherpa (Pangboche, Khumbu)",1988 Spr,1988,1,10-May,5,NA,Nepal,1,33,1,1,0,China,NA,NA
"Padam Bahadur Tamang (Chuchure, Ramechap, Janakpur)",1988 Spr,1988,1,10-May,5,NA,Nepal,1,33,1,1,0,China,NA,NA
Stephen Malcolm Westmacott Venables,1988 Spr,1988,1,12-May,5,15:40,UK,1,34,0,1,0,China,NA,NA
Paul Bayne,1988 Spr,1988,1,25-May,5,12:30,Australia,1,31,1,1,0,Nepal,NA,NA
Patrick Alexander Cullinan,1988 Spr,1988,1,25-May,5,14:30,Australia,1,37,1,1,0,Nepal,NA,NA
John Robert Muir,1988 Spr,1988,1,28-May,5,11:15,Australia,1,27,1,1,0,Nepal,NA,NA
Jean-Marc Boivin,1988 Aut,1988,3,26-Sep,9,14:30,France,1,37,1,1,0,Nepal,NA,NA
Jean-Pierre Frachon,1988 Aut,1988,3,26-Sep,9,14:30,France,1,41,1,1,0,Nepal,NA,NA
Andre Georges,1988 Aut,1988,3,26-Sep,9,14:30,Switzerland,1,35,1,1,0,Nepal,NA,NA
Chang-Sun Kim,1988 Aut,1988,3,26-Sep,9,14:30,S Korea,1,28,1,1,0,Nepal,NA,NA
Michel Metzger,1988 Aut,1988,3,26-Sep,9,14:30,France,1,39,0,1,0,Nepal,NA,NA
"Ajiwa Sherpa (Thami, Khumbu)",1988 Aut,1988,3,26-Sep,9,14:30,Nepal,1,35,1,1,0,Nepal,NA,NA
"Pasang Tshering/Tshiring Sherpa (Beding, Dolakha)",1988 Aut,1988,3,26-Sep,9,14:30,Nepal,1,25,1,1,0,Nepal,NA,NA
"Pema Dorje Sherpa (Khumjung, Khumbu)",1988 Aut,1988,3,26-Sep,9,14:30,Nepal,1,30,1,1,0,Nepal,NA,NA
"Sonam Tshering Sherpa (Beding, Dolakha)",1988 Aut,1988,3,26-Sep,9,14:30,Nepal,1,28,1,1,0,Nepal,NA,NA
Hong-Gil Um,1988 Aut,1988,3,26-Sep,9,14:30,S Korea,1,28,1,1,0,Nepal,NA,NA
Gerard Vionnet-Fausset,1988 Aut,1988,3,26-Sep,9,14:30,France,1,34,1,1,0,Nepal,NA,NA
Marc Batard,1988 Aut,1988,3,26-Sep,9,15:30,France,1,36,0,1,0,Nepal,NA,NA
Byung-Ho Chang,1988 Aut,1988,3,29-Sep,9,8:30,S Korea,1,27,1,1,0,Nepal,NA,NA
Bong-Wan Jang,1988 Aut,1988,3,29-Sep,9,8:30,S Korea,1,36,1,1,0,Nepal,NA,NA
Seung-Kwon Chung,1988 Aut,1988,3,29-Sep,9,10:00,S Korea,1,27,1,1,0,Nepal,NA,NA
Stacy Marie Allison,1988 Aut,1988,3,29-Sep,9,10:30,USA,0,29,1,1,0,Nepal,NA,NA
"Pasang Gyalgen Sherpa (Thumbuk (Jorsali), Khumbu)",1988 Aut,1988,3,29-Sep,9,10:40,Nepal,1,26,1,1,0,Nepal,NA,NA
Sun-Woo Nam,1988 Aut,1988,3,2-Oct,10,10:00,S Korea,1,33,1,1,0,Nepal,NA,NA
"Dawa Tshering Sherpa (Gumela (Rimijung), Khumbu)",1988 Aut,1988,3,2-Oct,10,10:00,Nepal,1,21,1,1,0,Nepal,NA,NA
"Nima Tashi Sherpa (Pangboche, Khumbu)",1988 Aut,1988,3,2-Oct,10,10:00,Nepal,1,28,1,1,0,Nepal,NA,NA
"Phu Dorje Sherpa (Pangboche, Khumbu)",1988 Aut,1988,3,2-Oct,10,10:00,Nepal,1,26,1,1,0,Nepal,NA,NA
Geoffrey Craig Tabin,1988 Aut,1988,3,2-Oct,10,10:00,USA,1,32,1,1,0,Nepal,NA,NA
Peggy Luce,1988 Aut,1988,3,2-Oct,10,11:00,USA,0,29,1,1,0,Nepal,NA,NA
Serge Koenig,1988 Aut,1988,3,13-Oct,10,13:15,France,1,30,1,1,0,Nepal,NA,NA
Lhakpa Sonam Sherpa (Makalu-Barun),1988 Aut,1988,3,13-Oct,10,13:15,Nepal,1,30,1,0,1,Nepal,Fall,8500m
Nil Bohigas Martorell,1988 Aut,1988,3,14-Oct,10,12:50,Spain,1,30,1,1,0,Nepal,NA,NA
Lluis Giner Arnabat,1988 Aut,1988,3,14-Oct,10,12:50,Spain,1,25,1,1,0,Nepal,NA,NA
Jeronimo Lopez Martinez,1988 Aut,1988,3,14-Oct,10,12:50,Spain,1,37,1,1,0,Nepal,NA,NA
"Ang Rita Sherpa (Yilajung, Khumbu)",1988 Aut,1988,3,14-Oct,10,12:50,Nepal,1,40,0,1,0,Nepal,NA,NA
"Nima Rita Sherpa (Thami, Khumbu)",1988 Aut,1988,3,14-Oct,10,12:50,Nepal,1,30,0,1,0,Nepal,NA,NA
Lydia Margaret Bakewell Bradey,1988 Aut,1988,3,14-Oct,10,17:00,New Zealand,0,27,0,1,0,Nepal,NA,NA
Jozef Just,1988 Aut,1988,3,17-Oct,10,13:40,Czechoslovakia,1,33,0,0,1,Nepal,Fall,8300m
Stipe Bozic,1989 Spr,1989,1,10-May,5,17:30,Yugoslavia,1,38,1,1,0,Nepal,NA,NA
Viktor (Viki) Groselj,1989 Spr,1989,1,10-May,5,17:30,Yugoslavia,1,36,1,1,0,Nepal,NA,NA
Dimitar Ilievski,1989 Spr,1989,1,10-May,5,17:30,Yugoslavia,1,35,1,0,1,Nepal,Fall,8500m
"Ajiwa Sherpa (Thami, Khumbu)",1989 Spr,1989,1,10-May,5,17:30,Nepal,1,35,1,1,0,Nepal,NA,NA
"Sonam Tshering Sherpa (Beding, Dolakha)",1989 Spr,1989,1,10-May,5,17:30,Nepal,1,29,0,1,0,Nepal,NA,NA
"Dawa Norbu (Ang Danu) Sherpa (Khunde, Khumbu)",1989 Spr,1989,1,16-May,5,15:30,Nepal,1,29,1,1,0,Nepal,NA,NA
"Phu Dorje Sherpa (Pangboche, Khumbu)",1989 Spr,1989,1,16-May,5,15:30,Nepal,1,26,1,0,1,Nepal,Fall,8600m
Ricardo Torres Nava,1989 Spr,1989,1,16-May,5,15:30,Mexico,1,34,1,1,0,Nepal,NA,NA
Adrian (Aid) Burgess,1989 Spr,1989,1,24-May,5,7:00,UK,1,40,1,1,0,Nepal,NA,NA
"Lhakpa Nuru (Ang Lhakpa) Sherpa (Khunde, Khumbu)",1989 Spr,1989,1,24-May,5,7:00,Nepal,1,25,1,1,0,Nepal,NA,NA
"Sonam Dendu (Sona Dendu) Sherpa (Khumjung, Khumbu)",1989 Spr,1989,1,24-May,5,7:00,Nepal,1,28,1,1,0,Nepal,NA,NA
Roderick (Roddy) MacKenzie,1989 Spr,1989,1,24-May,5,7:30,Australia,1,27,1,1,0,Nepal,NA,NA
Eugeniusz (Genek) Chrobak,1989 Spr,1989,1,24-May,5,20:00,Poland,1,49,1,0,1,Nepal,Avalanche,6000m
Andrzej Marciniak,1989 Spr,1989,1,24-May,5,20:00,Poland,1,30,1,1,0,Nepal,NA,NA
Carlos Miguel Carsolio Larrea,1989 Aut,1989,3,13-Oct,10,12:30,Mexico,1,27,0,1,0,Nepal,NA,NA
Kwang-Je Cho,1989 Aut,1989,3,13-Oct,10,12:30,S Korea,1,25,1,1,0,Nepal,NA,NA
Toichiro Mitani,1989 Aut,1989,3,13-Oct,10,12:30,Japan,1,33,1,1,0,Nepal,NA,NA
Hiroshi Ohnishi,1989 Aut,1989,3,13-Oct,10,12:30,Japan,1,27,1,1,0,Nepal,NA,NA
"Chuldim (Chuldim Dorje) Sherpa (Khumjung, Khumbu)",1989 Aut,1989,3,13-Oct,10,12:30,Nepal,1,25,1,1,0,Nepal,NA,NA
"Tchiring Chumbi (Tchiring Thebe) Sherpa (Nupri (Gorkha), Gandaki Zone)",1989 Aut,1989,3,13-Oct,10,12:30,Nepal,1,36,1,1,0,Nepal,NA,NA
Atsushi Yamamoto,1989 Aut,1989,3,13-Oct,10,12:30,Japan,1,27,1,1,0,Nepal,NA,NA
Sang-Yong Chung,1989 Aut,1989,3,23-Oct,10,12:30,S Korea,1,24,1,1,0,Nepal,NA,NA
"Nima Rita Sherpa (Thami, Khumbu)",1989 Aut,1989,3,23-Oct,10,12:30,Nepal,1,31,0,1,0,Nepal,NA,NA
"Nurbu Jangbu Sherpa (Ghat, Khumbu)",1989 Aut,1989,3,23-Oct,10,12:30,Nepal,1,35,0,1,0,Nepal,NA,NA
Top Bahadur Khatri,1990 Spr,1990,1,23-Apr,4,17:15,Nepal,1,31,1,1,0,Nepal,NA,NA
"Ang Kami Sherpa (Tsermadingma, Solukhumbu)",1990 Spr,1990,1,23-Apr,4,17:15,Nepal,1,38,1,1,0,Nepal,NA,NA
"Ang Rita Sherpa (Yilajung, Khumbu)",1990 Spr,1990,1,23-Apr,4,17:15,Nepal,1,41,0,1,0,Nepal,NA,NA
"Pasang Norbu/Nurbu Sherpa (Namche Bazar, Khumbu)",1990 Spr,1990,1,23-Apr,4,17:15,Nepal,1,35,1,1,0,Nepal,NA,NA
Sergei Anatolievich Arsentiev,1990 Spr,1990,1,7-May,5,NA,USSR,1,31,0,1,0,China,NA,NA
Grigori Luniakov,1990 Spr,1990,1,7-May,5,NA,USSR,1,35,0,1,0,China,NA,NA
Da Chimi (Da Qimi),1990 Spr,1990,1,7-May,5,13:13,China,1,32,1,1,0,China,NA,NA
Gyalbu (Jiabu),1990 Spr,1990,1,7-May,5,13:13,China,1,30,1,1,0,China,NA,NA
Steve Gall,1990 Spr,1990,1,7-May,5,13:13,USA,1,32,1,1,0,China,NA,NA
Robert Chandler Link,1990 Spr,1990,1,7-May,5,13:13,USA,1,32,1,1,0,China,NA,NA
Mstislav Gorbenko,1990 Spr,1990,1,8-May,5,NA,USSR,1,42,1,1,0,China,NA,NA
Andrei Tselischev,1990 Spr,1990,1,8-May,5,NA,USSR,1,26,0,1,0,China,NA,NA
Edmund Karl (Ed) Viesturs,1990 Spr,1990,1,8-May,5,NA,USA,1,30,0,1,0,China,NA,NA
Dachung (Daqiong),1990 Spr,1990,1,9-May,5,NA,China,1,27,1,1,0,China,NA,NA
Guisang (Kuisang),1990 Spr,1990,1,9-May,5,NA,China,0,32,1,1,0,China,NA,NA
"Lhotse (Luoze, Lodue)",1990 Spr,1990,1,9-May,5,NA,China,1,27,1,1,0,China,NA,NA
Ren Na,1990 Spr,1990,1,9-May,5,NA,China,1,23,1,1,0,China,NA,NA
Ian Richard Wade,1990 Spr,1990,1,9-May,5,NA,USA,1,43,1,1,0,China,NA,NA
Wangyal (Wangjia),1990 Spr,1990,1,10-May,5,NA,China,1,33,1,1,0,China,NA,NA
Ervand Tikhonovich Ilyinski,1990 Spr,1990,1,10-May,5,NA,USSR,1,49,1,1,0,China,NA,NA
Ekaterina Ivanova,1990 Spr,1990,1,10-May,5,NA,USSR,0,27,1,1,0,China,NA,NA
Anatoli Moshnikov,1990 Spr,1990,1,10-May,5,NA,USSR,1,37,0,1,0,China,NA,NA
Alexander Tokarev,1990 Spr,1990,1,10-May,5,NA,USSR,1,30,1,1,0,China,NA,NA
Mark Scott Tucker,1990 Spr,1990,1,10-May,5,NA,USA,1,32,1,1,0,China,NA,NA
Peter George (Pete) Athans,1990 Spr,1990,1,10-May,5,7:15,USA,1,33,1,1,0,Nepal,NA,NA
Michael F. (Mike) Browning,1990 Spr,1990,1,10-May,5,7:15,USA,1,37,1,1,0,Nepal,NA,NA
Dana Quentin Coffield,1990 Spr,1990,1,10-May,5,7:15,USA,1,32,1,1,0,Nepal,NA,NA
Brent V. Manning,1990 Spr,1990,1,10-May,5,7:15,USA,1,40,1,1,0,Nepal,NA,NA
Glenn Edward Porzak,1990 Spr,1990,1,10-May,5,7:15,USA,1,41,1,1,0,Nepal,NA,NA
"Ang Jangbu Sherpa (Phortse, Khumbu)",1990 Spr,1990,1,10-May,5,7:15,Nepal,1,28,1,1,0,Nepal,NA,NA
"Da Nuru (Dawa Nuru/Norbu) Sherpa (Phortse, Khumbu)",1990 Spr,1990,1,10-May,5,7:15,Nepal,1,30,1,1,0,Nepal,NA,NA
"Nima Tashi Sherpa (Pangboche, Khumbu)",1990 Spr,1990,1,10-May,5,7:15,Nepal,1,30,1,1,0,Nepal,NA,NA
Gary Ian Ball,1990 Spr,1990,1,10-May,5,8:45,New Zealand,1,37,1,1,0,Nepal,NA,NA
Robert Edwin (Rob) Hall,1990 Spr,1990,1,10-May,5,8:45,New Zealand,1,29,1,1,0,Nepal,NA,NA
Peter Edmund Hillary,1990 Spr,1990,1,10-May,5,8:45,New Zealand,1,35,1,1,0,Nepal,NA,NA
"Apa (Appa) Sherpa (Thami Og, Khumbu)",1990 Spr,1990,1,10-May,5,10:00,Nepal,1,30,1,1,0,Nepal,NA,NA
Rudy Van Snick,1990 Spr,1990,1,10-May,5,10:00,Belgium,1,34,1,1,0,Nepal,NA,NA
Timothy John Macartney-Snape,1990 Spr,1990,1,11-May,5,9:45,Australia,1,34,0,1,0,Nepal,NA,NA
Andrew Atis (Andy) Lapkass,1990 Spr,1990,1,11-May,5,10:00,USA,1,32,1,1,0,Nepal,NA,NA
Mikael Reutersward,1990 Spr,1990,1,11-May,5,11:00,Sweden,1,25,1,1,0,Nepal,NA,NA
Oskar Khilborg,1990 Spr,1990,1,11-May,5,14:00,Sweden,1,26,1,1,0,Nepal,NA,NA
Stewart Alexander (Alex) Lowe,1990 Aut,1990,3,4-Oct,10,12:30,USA,1,31,1,1,0,Nepal,NA,NA
Daniel George (Dan) Culver,1990 Aut,1990,3,4-Oct,10,14:00,Canada,1,38,1,1,0,Nepal,NA,NA
Yves Adrien Jean Salino,1990 Aut,1990,3,4-Oct,10,14:45,France,1,29,1,1,0,Nepal,NA,NA
"Ang Temba Sherpa (Beding, Dolakha)",1990 Aut,1990,3,5-Oct,10,10:30,Nepal,1,31,1,1,0,Nepal,NA,NA
Hooman Nmi Aprin,1990 Aut,1990,3,5-Oct,10,10:40,USA,1,44,1,1,0,Nepal,NA,NA
Erik Decamp,1990 Aut,1990,3,5-Oct,10,12:00,France,1,36,1,1,0,Nepal,NA,NA
"Nawang Thile (Pemba Dorje) Sherpa (Beding, Dolakha)",1990 Aut,1990,3,5-Oct,10,12:00,Nepal,1,37,1,1,0,Nepal,NA,NA
"Sonam Dendu (Sona Dendu) Sherpa (Khumjung, Khumbu)",1990 Aut,1990,3,5-Oct,10,12:00,Nepal,1,30,1,1,0,Nepal,NA,NA
Marc Batard,1990 Aut,1990,3,5-Oct,10,16:50,France,1,38,0,1,0,Nepal,NA,NA
Christine Janin,1990 Aut,1990,3,5-Oct,10,16:50,France,0,33,1,1,0,Nepal,NA,NA
Pascal Tournaire,1990 Aut,1990,3,5-Oct,10,16:50,France,1,31,1,1,0,Nepal,NA,NA
Jin-Young Bok,1990 Aut,1990,3,6-Oct,10,6:00,S Korea,1,29,1,1,0,Nepal,NA,NA
Jae-Soo Kim,1990 Aut,1990,3,6-Oct,10,6:00,S Korea,1,29,1,1,0,Nepal,NA,NA
Chang-Woo Park,1990 Aut,1990,3,6-Oct,10,6:00,S Korea,1,26,1,1,0,Nepal,NA,NA
"Dawa Sange Sherpa (Ghat, Khumbu)",1990 Aut,1990,3,6-Oct,10,8:00,Nepal,1,25,1,1,0,Nepal,NA,NA
"Pemba Dorje Sherpa (Pangboche, Khumbu)",1990 Aut,1990,3,6-Oct,10,8:00,Nepal,1,29,1,1,0,Nepal,NA,NA
"Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)",1990 Aut,1990,3,6-Oct,10,9:00,Nepal,1,25,1,1,0,Nepal,NA,NA
"Ang Phurba Sherpa (Beding, Dolakha)",1990 Aut,1990,3,7-Oct,10,NA,Nepal,1,42,1,1,0,Nepal,NA,NA
"Nima Dorje (Dorje) Sherpa (Beding, Dolakha)",1990 Aut,1990,3,7-Oct,10,NA,Nepal,1,35,1,1,0,Nepal,NA,NA
Bertrand (Zebulon) Roche,1990 Aut,1990,3,7-Oct,10,10:30,France,1,17,1,1,0,Nepal,NA,NA
Jean-Noel Roche,1990 Aut,1990,3,7-Oct,10,10:30,France,1,40,1,1,0,Nepal,NA,NA
Alain Joel Desez,1990 Aut,1990,3,7-Oct,10,12:10,France,1,30,1,1,0,Nepal,NA,NA
"Phinzo Sherpa (Beding, Dolakha)",1990 Aut,1990,3,7-Oct,10,12:30,Nepal,1,NA,1,1,0,Nepal,NA,NA
Denis Pivot,1990 Aut,1990,3,7-Oct,10,12:40,France,1,31,1,1,0,Nepal,NA,NA
"Lhakpa Rita Sherpa (Thami, Khumbu)",1990 Aut,1990,3,7-Oct,10,13:10,Nepal,1,24,1,1,0,Nepal,NA,NA
Andrej Stremfelj,1990 Aut,1990,3,7-Oct,10,13:10,Yugoslavia,1,33,1,1,0,Nepal,NA,NA
Marija Stremfelj,1990 Aut,1990,3,7-Oct,10,13:10,Yugoslavia,0,33,1,1,0,Nepal,NA,NA
Janez Jeglic,1990 Aut,1990,3,7-Oct,10,13:35,Yugoslavia,1,29,1,1,0,Nepal,NA,NA
Rene De Bos,1990 Aut,1990,3,7-Oct,10,14:00,Netherlands,1,31,1,1,0,Nepal,NA,NA
Catherine J. Gibson,1990 Aut,1990,3,7-Oct,10,14:30,USA,0,35,1,1,0,Nepal,NA,NA
Aleksei Kransnokutsky,1990 Aut,1990,3,7-Oct,10,14:30,USSR,1,40,1,1,0,Nepal,NA,NA
"Ang Temba Sherpa (Khunde, Khumbu)",1991 Spr,1991,1,8-May,5,9:00,Nepal,1,24,1,1,0,Nepal,NA,NA
"Apa (Appa) Sherpa (Thami Og, Khumbu)",1991 Spr,1991,1,8-May,5,9:00,Nepal,1,31,1,1,0,Nepal,NA,NA
"Sonam Dendu (Sona Dendu) Sherpa (Khumjung, Khumbu)",1991 Spr,1991,1,8-May,5,9:00,Nepal,1,30,1,1,0,Nepal,NA,NA
Peter George (Pete) Athans,1991 Spr,1991,1,8-May,5,10:00,USA,1,34,1,1,0,Nepal,NA,NA
George James Dunn,1991 Spr,1991,1,15-May,5,NA,USA,1,37,1,1,0,China,NA,NA
Andrew James (Andy) Politz,1991 Spr,1991,1,15-May,5,NA,USA,1,31,1,1,0,China,NA,NA
"Ang Dawa Sherpa (Lumsa, Tapting, Solukhumbu)",1991 Spr,1991,1,15-May,5,NA,Nepal,1,26,1,1,0,China,NA,NA
"Gyalbu Sherpa (Beding, Dolakha)",1991 Spr,1991,1,15-May,5,NA,Nepal,1,26,1,1,0,China,NA,NA
"Lhakpa Dorje Sherpa (Khunde, Khumbu)",1991 Spr,1991,1,15-May,5,NA,Nepal,1,35,1,1,0,China,NA,NA
"Mingma Norbu/Nuru Sherpa (Beding, Dolakha)",1991 Spr,1991,1,15-May,5,NA,Nepal,1,20,1,1,0,China,NA,NA
Robert (Bob) Sloezen,1991 Spr,1991,1,15-May,5,NA,USA,1,37,1,1,0,China,NA,NA
Yves Laforest,1991 Spr,1991,1,15-May,5,8:35,Canada,1,35,1,1,0,Nepal,NA,NA
Mark Alan Richey,1991 Spr,1991,1,15-May,5,8:35,USA,1,33,1,1,0,Nepal,NA,NA
Richard French (Rick) Wilcox,1991 Spr,1991,1,15-May,5,9:45,USA,1,43,1,1,0,Nepal,NA,NA
Barry J. Rugo,1991 Spr,1991,1,15-May,5,10:05,USA,1,32,1,1,0,Nepal,NA,NA
Eric Robb Simonson,1991 Spr,1991,1,15-May,5,12:30,USA,1,36,1,1,0,China,NA,NA
Edmund Karl (Ed) Viesturs,1991 Spr,1991,1,15-May,5,14:20,USA,1,31,1,1,0,Nepal,NA,NA
Michael (Mike) Perry,1991 Spr,1991,1,17-May,5,NA,New Zealand,1,35,1,1,0,China,NA,NA
Leopold Sulovsky,1991 Spr,1991,1,17-May,5,15:25,Czechoslovakia,1,37,0,1,0,China,NA,NA
Battistino (Battista) Bonali,1991 Spr,1991,1,17-May,5,15:45,Italy,1,28,0,1,0,China,NA,NA
Lars (Lasse) Cronlund,1991 Spr,1991,1,20-May,5,15:00,Sweden,1,37,1,1,0,China,NA,NA
Brent T. Okita,1991 Spr,1991,1,21-May,5,NA,USA,1,30,1,1,0,China,NA,NA
Mark Anthony Whetu,1991 Spr,1991,1,21-May,5,NA,New Zealand,1,31,1,1,0,China,NA,NA
"Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)",1991 Spr,1991,1,22-May,5,11:30,Nepal,1,25,1,1,0,China,NA,NA
"Chuldin Temba (Chuldim) Sherpa (Zarok, Khumbu)",1991 Spr,1991,1,22-May,5,11:30,Nepal,1,28,1,1,0,China,NA,NA
Ronald Gregory (Greg) Wilson,1991 Spr,1991,1,24-May,5,NA,USA,1,34,1,1,0,China,NA,NA
Junichi Futagami,1991 Spr,1991,1,27-May,5,13:00,Japan,1,39,1,0,1,China,Fall,8830m
Muneo Nukita,1991 Spr,1991,1,27-May,5,13:00,Japan,1,40,1,1,0,China,NA,NA
"Nima Dorje (Dorje) Sherpa (Beding, Dolakha)",1991 Spr,1991,1,27-May,5,13:00,Nepal,1,36,1,1,0,China,NA,NA
"Phinzo Norbu (Phinzo) Sherpa (Beding, Dolakha)",1991 Spr,1991,1,27-May,5,13:00,Nepal,1,32,1,1,0,China,NA,NA
Jose Antonio (Pepe) Garces Galindo,1991 Aut,1991,3,6-Oct,10,NA,Spain,1,34,1,1,0,Nepal,NA,NA
Francisco Jose (Coque) Perez Laffont,1991 Aut,1991,3,6-Oct,10,NA,Spain,1,31,1,1,0,Nepal,NA,NA
Antonio Ubieto Austern,1991 Aut,1991,3,6-Oct,10,NA,Spain,1,35,1,1,0,Nepal,NA,NA
Rafael Vidaurre Garayo,1991 Aut,1991,3,6-Oct,10,NA,Spain,1,39,1,1,0,Nepal,NA,NA
Anatoli Boukreev,1991 Aut,1991,3,7-Oct,10,15:00,USSR,1,33,0,1,0,Nepal,NA,NA
Vladimir Sergeevich Balyberdin,1991 Aut,1991,3,7-Oct,10,17:30,USSR,1,42,0,1,0,Nepal,NA,NA
Roman Giutachvilli,1991 Aut,1991,3,10-Oct,10,17:20,USSR,1,40,1,1,0,Nepal,NA,NA
Daniel Lee (Dan) Mazur,1991 Aut,1991,3,10-Oct,10,17:20,USA,1,30,1,1,0,Nepal,NA,NA
Kanahiya Lal Pokhriyal,1992 Spr,1992,1,10-May,5,16:05,India,1,42,1,1,0,Nepal,NA,NA
Sunil Dutta Sharma,1992 Spr,1992,1,10-May,5,16:05,India,1,29,1,1,0,Nepal,NA,NA
Prem Singh,1992 Spr,1992,1,10-May,5,16:05,India,1,27,1,1,0,Nepal,NA,NA
Louis M. Bowen,1992 Spr,1992,1,12-May,5,NA,USA,1,43,1,1,0,Nepal,NA,NA
Mohan Singh Gunjyal,1992 Spr,1992,1,12-May,5,NA,India,1,39,1,1,0,Nepal,NA,NA
Skip Horner,1992 Spr,1992,1,12-May,5,NA,USA,1,44,1,1,0,Nepal,NA,NA
"Dawa Temba Sherpa (Thamo, Khumbu)",1992 Spr,1992,1,12-May,5,NA,Nepal,1,26,1,1,0,Nepal,NA,NA
"Gyalzen (Ang Gyalzen) Sherpa (Phurte, Khumbu)",1992 Spr,1992,1,12-May,5,NA,Nepal,1,39,1,1,0,Nepal,NA,NA
Lobsang (Deepak) Sherpa,1992 Spr,1992,1,12-May,5,NA,India,1,24,1,1,0,Nepal,NA,NA
Wangchuk Sherpa,1992 Spr,1992,1,12-May,5,NA,India,1,27,1,1,0,Nepal,NA,NA
Vernon Edward (Vern) Tejas,1992 Spr,1992,1,12-May,5,NA,USA,1,39,1,1,0,Nepal,NA,NA
Santosh Yadav,1992 Spr,1992,1,12-May,5,NA,India,0,24,1,1,0,Nepal,NA,NA
Ingrid M. Baeyens,1992 Spr,1992,1,12-May,5,10:30,Belgium,0,36,1,1,0,Nepal,NA,NA
Gary Ian Ball,1992 Spr,1992,1,12-May,5,10:30,New Zealand,1,39,1,1,0,Nepal,NA,NA
Yick-Kai Chan,1992 Spr,1992,1,12-May,5,10:30,Hong Kong,1,33,1,1,0,Nepal,NA,NA
Edmund Guy Cotter,1992 Spr,1992,1,12-May,5,10:30,New Zealand,1,29,1,1,0,Nepal,NA,NA
Randall C. Danta,1992 Spr,1992,1,12-May,5,10:30,USA,1,42,1,1,0,Nepal,NA,NA
Doron Meir Erel,1992 Spr,1992,1,12-May,5,10:30,Israel,1,32,1,1,0,Nepal,NA,NA
Edward (Ned) Gillette,1992 Spr,1992,1,12-May,5,10:30,USA,1,47,1,1,0,Nepal,NA,NA
Robert Edwin (Rob) Hall,1992 Spr,1992,1,12-May,5,10:30,New Zealand,1,31,1,1,0,Nepal,NA,NA
Douglas Lyle (Doug) Mantle,1992 Spr,1992,1,12-May,5,10:30,USA,1,42,1,1,0,Nepal,NA,NA
"Ang Dawa Sherpa (Lumsa, Tapting, Solukhumbu)",1992 Spr,1992,1,12-May,5,10:30,Nepal,1,27,1,1,0,Nepal,NA,NA
"Apa (Appa) Sherpa (Thami Og, Khumbu)",1992 Spr,1992,1,12-May,5,10:30,Nepal,1,32,1,1,0,Nepal,NA,NA
"Chuldim Dorje (Ang Dorje) Sherpa (Pangboche, Khumbu)",1992 Spr,1992,1,12-May,5,10:30,Nepal,1,27,1,1,0,Nepal,NA,NA
"Sonam Tshering Sherpa (Beding, Dolakha)",1992 Spr,1992,1,12-May,5,10:30,Nepal,1,32,1,1,0,Nepal,NA,NA
"Tashi Tshering Sherpa (Pangboche, Khumbu)",1992 Spr,1992,1,12-May,5,10:30,Nepal,1,22,1,1,0,Nepal,NA,NA
Sange Muktuk Sherpa,1992 Spr,1992,1,12-May,5,11:15,India,1,27,1,1,0,Nepal,NA,NA
Ronald Naar,1992 Spr,1992,1,12-May,5,11:30,Netherlands,1,37,1,1,0,Nepal,NA,NA
Edmond Ignatius Oefner,1992 Spr,1992,1,12-May,5,11:30,Netherlands,1,33,1,1,0,Nepal,NA,NA
"Dawa Tashi Sherpa (Beding, Dolakha)",1992 Spr,1992,1,12-May,5,11:30,Nepal,1,28,1,1,0,Nepal,NA,NA
"Nima Temba Sherpa (Beding, Dolakha)",1992 Spr,1992,1,12-May,5,11:30,Nepal,1,32,1,1,0,Nepal,NA,NA
Ivan T. Dusharin,1992 Spr,1992,1,12-May,5,11:45,USSR,1,44,1,1,0,Nepal,NA,NA
Alexander Gerasimov,1992 Spr,1992,1,12-May,5,11:45,USSR,1,38,1,1,0,Nepal,NA,NA
Ilia Sabelnikov,1992 Spr,1992,1,12-May,5,11:45,USSR,1,28,1,1,0,Nepal,NA,NA
Andrei Volkov,1992 Spr,1992,1,12-May,5,11:45,USSR,1,31,1,1,0,Nepal,NA,NA
Fedor Konyukhov,1992 Spr,1992,1,14-May,5,13:00,USSR,1,40,1,1,0,Nepal,NA,NA
Sergei Penzov,1992 Spr,1992,1,14-May,5,13:00,USSR,1,41,1,1,0,Nepal,NA,NA
Evgeni Vinogradski,1992 Spr,1992,1,14-May,5,13:00,USSR,1,45,1,1,0,Nepal,NA,NA
Vladimir Zakharov,1992 Spr,1992,1,14-May,5,13:00,USSR,1,38,1,1,0,Nepal,NA,NA
Peter George (Pete) Athans,1992 Spr,1992,1,15-May,5,NA,USA,1,35,1,1,0,Nepal,NA,NA
Randy Todd Burleson,1992 Spr,1992,1,15-May,5,NA,USA,1,32,1,1,0,Nepal,NA,NA
Keith Graham Kerr,1992 Spr,1992,1,15-May,5,NA,UK,1,40,1,1,0,Nepal,NA,NA
Hugh W. Morton,1992 Spr,1992,1,15-May,5,NA,USA,1,44,1,1,0,Nepal,NA,NA
